prompt;label;source
What are the steps to start recycling at home?;good;AI
What are some common types of poetry?;good;AI
What are the benefits of regular health check-ups?;good;AI
What is the distance between New York and Los Angeles?;good;AI
What is the theory of relativity?;good;AI
Can you suggest some easy crafts for kids?;good;AI
What are the steps to write a business plan?;good;AI
What is the water cycle?;good;AI
How do I take care of a pet fish?;good;AI
What are some common types of flowers?;good;AI
What are some common types of trees?;good;AI
What is the carbon cycle?;good;AI
What is the best way to clean a kitchen?;good;AI
How do I create a presentation in PowerPoint?;good;AI
What is the best way to clean a bathroom?;good;AI
What are the basic rules of basketball?;good;AI
How do I choose the right mattress?;good;AI
What are some popular tourist attractions in Australia?;good;AI
What is the best way to clean windows?;good;AI
What are the basic rules of tennis?;good;AI
How do I choose the right backpack?;good;AI
What are the benefits of practicing yoga?;good;AI
What are some popular tourist attractions in Egypt?;good;AI
What is the best way to clean carpets?;good;AI
What are the steps to buy a house?;good;AI
What are the steps to write a resume?;good;AI
What are the key differences between Python and JavaScript?;good;AI
What are some tips for improving public speaking skills?;good;AI
What are some common home remedies for a sore throat?;good;AI
How does the electoral college work?;good;AI
What are the best ways to declutter my home?;good;AI
What are the health benefits of eating fruits?;good;AI
What are the advantages of renewable energy?;good;AI
What is the meaning of the word 'serendipity'?;good;AI
What are some popular tourist attractions in New York City?;good;AI
How do I plan a budget for a trip?;good;AI
How do I grow tomatoes in my backyard?;good;AI
Can you explain the basics of coding?;good;AI
What is the significance of the Pyramids of Giza?;good;AI
Can you suggest some ways to improve sleep quality?;good;AI
What is the story behind the Mona Lisa?;good;AI
What are some healthy lunch ideas for work?;good;AI
What is the significance of the Statue of Liberty?;good;AI
Can you explain the basics of investing?;good;AI
What are some fun activities for a family game night?;good;AI
What is the role of the Supreme Court?;good;AI
Can you recommend a good cooking channel on YouTube?;good;AI
What are the steps to create a budget?;good;AI
What is the story behind the Taj Mahal?;good;AI
Can you suggest some easy recipes for beginners?;good;AI
What are the main functions of the human liver?;good;AI
Can you suggest some good workout routines for beginners?;good;AI
What are some ways to improve communication skills?;good;AI
What are some ways to improve productivity?;good;AI
What are the causes of the American Civil War?;good;AI
Can you suggest some good video games for kids?;good;AI
What are the effects of smoking on health?;good;AI
Can you suggest some good music playlists for studying?;good;AI
What is the history of the pyramids in Egypt?;good;AI
What are the causes of deforestation?;good;AI
What are some tips for effective studying?;good;AI
Can you recommend some travel destinations in Asia?;good;AI
Can you suggest some classic novels to read?;good;AI
What is the role of DNA in genetics?;good;AI
What are the different layers of the Earth?;good;AI
Can you suggest some outdoor activities for families?;good;AI
Can you recommend some books on self-improvement?;good;AI
What are the top tourist attractions in New York City?;good;AI
What are some good sources of protein?;good;AI
What are some popular tourist destinations in Europe?;good;AI
What is the story behind the Great Wall of China?;good;AI
What are some common phobias and their meanings?;good;AI
What is the function of the human lungs?;good;AI
How do I care for a lawn?;good;AI
What are some common idioms and their meanings?;good;AI
What are some fun family games to play?;good;AI
What are the key points of the Paris Agreement?;good;AI
How do I take care of a pet cat?;good;AI
What is the storyline of 'The Great Gatsby'?;good;AI
What are the main themes of Shakespeare's 'Hamlet'?;good;AI
What are some good books for learning programming?;good;AI
What are the key events of the French Revolution?;good;AI
What is the plot of 'Moby Dick'?;good;AI
What are the steps to meditate effectively?;good;AI
What are the best practices for recycling at home?;good;AI
What are some tips for gardening in small spaces?;good;AI
What are some tips for healthy meal prepping?;good;AI
What are the steps to learn basic photography?;good;AI
What are the steps to write a thank-you note?;good;AI
What are some tips for reducing plastic waste?;good;AI
What are the steps to learn basic knitting?;good;AI
How do I choose the right mattress for my bed?;good;AI
What are the steps to write a poem?;good;AI
Can you provide tips for learning a new language?;good;AI
What are some popular dog breeds for families?;good;AI
What are the most visited countries in the world?;good;AI
Explain the process of how a bill becomes a law.;good;AI
Explain how the human immune system works.;good;AI
Explain the process of cell division.;good;AI
Explain the difference between weather and climate.;good;AI
What are the most famous landmarks in the USA?;good;AI
What are the most important inventions of the 20th century?;good;AI
Can you suggest some good books for teenagers?;good;AI
What are the most popular music genres?;good;AI
What are the most common dog breeds and their characteristics?;good;AI
What are some easy recipes for meal prep?;good;AI
What are the benefits of reading regularly?;good;AI
What are some popular myths and their origins?;good;AI
What are the steps to write a cover letter?;good;AI
Can you explain the concept of cryptocurrency?;good;AI
How do I make a simple cup of coffee?;good;AI
What are the key features of different types of cameras?;good;AI
What are the steps to start a meditation practice?;good;AI
